id,editedSkills
0f4f838c-6e6c-4fbf-b40c-a759fac6a1bd,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}, {""skills"": ""Mobile"", ""subskills"": []}]"
0f579bad-0591-4d73-8f68-f6f3ae2b8643,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design"", ""Presentation Design""]}, {""skills"": ""Growth"", ""subskills"": [""Business Development"", ""Marketing""]}, {""skills"": ""Content"", ""subskills"": []}]"
0fb56639-2cf6-43d6-8c70-3ab278d15427,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
100132fe-8ca8-4c9f-81aa-8336d8a594a9,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
103d3a78-515f-47c1-b259-63de36511f68,"[{""skills"": ""Blockchain"", ""subskills"": [""Rust""]}, {""skills"": ""Content"", ""subskills"": [""Writing""]}, {""skills"": ""Frontend"", ""subskills"": [""Vue"", ""Angular"", ""React""]}]"
1104d94b-37e2-4716-ad07-292f5855f904,"[{""skills"": ""Content"", ""subskills"": [""Video"", ""Writing"", ""Social Media""]}]"
11f543cc-8e53-4624-b2df-94b3485d201c,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design"", ""Illustration"", ""Presentation Design""]}]"
124c5fb1-59f4-4a19-9289-0467a49dc6e4,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
13a635b5-172e-4c12-8dc4-df700ed28246,"[{""skills"": ""Content"", ""subskills"": [""Research"", ""Video"", ""Social Media""]}]"
13aaac4e-436c-4df7-ba50-56dedd8fc8c0,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}, {""skills"": ""Frontend"", ""subskills"": []}]"
14c8c550-32ad-4788-9caa-0d2f7508000a,"[{""skills"": ""Design"", ""subskills"": [""Presentation Design""]},{""skills"": ""Content"", ""subskills"": [""Social Media""]}]"
153b0e71-26cc-436c-bd0f-9ec319dbf0c1,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}]"
16ca46fd-6560-43ec-a8ba-fadaf8697b77,"[{""skills"": ""Content"", ""subskills"": [""Video""]}]"
174af37e-95cd-4267-bd63-b05ad83ae154,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
18cb9f1d-ff65-431c-97a5-ab8de85fd310,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
19a5d70d-3c5c-48ec-9dcd-945d87ed6686,"[{""skills"": ""Blockchain"", ""subskills"": [""Rust""]}, {""skills"": ""Mobile"", ""subskills"": [""React Native""]},{""skills"": ""Community"", ""subskills"": []}, {""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}]"
1afae4f6-11c7-49d7-a159-bb5be7227496,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
1bfe784b-831b-4159-aed4-cde9c5fcc267,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}]"
1c38ff80-bcfd-4779-8962-12c674c3b597,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design""]}]"
1c56a788-3862-4707-b15c-d882ba593b68,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
1c6d53e0-f3a6-4405-ae4f-ec771d7f1522,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
1c74ad11-4e3b-4031-a453-c90a7c019742,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
1c9c57f3-592f-4711-97f0-1c65bda0e1d6,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}, {""skills"": ""Mobile"", ""subskills"": [""Android"", ""iOS"", ""Flutter"", ""React Native""]}]"
1d69199b-4a92-4674-8597-ddcceadec6ec,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
1e19b24a-58b9-4997-835c-4fa35c2e7803,"[{""skills"": ""Content"", ""subskills"": [""Video"", ""Social Media"", ""Writing""]}]"
1e2e905a-5f03-49cb-929e-0810bef822e6,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}]"
1eca1e2e-5877-4abc-9390-ee0a488b62be,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Video"", ""Social Media""]}]"
1f21f7d4-5fca-4607-9d12-124341a90beb,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
1f953356-2f29-4cf3-8a9a-50c40781225e,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
2047e20d-99de-4f4e-bfd1-af448b5d3fb7,"[{""skills"": ""Blockchain"", ""subskills"": [""Rust""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript""]}, {""skills"": ""Frontend"", ""subskills"": [""React""]}]"
20b21053-3460-4b8c-8e18-a4d681e70f3b,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
20bd75e1-8492-4201-a2b1-d661f85f3fb9,"[{""skills"": ""Community"", ""subskills"": [""Community Manager"", ""Discord Moderator""]}, {""skills"": ""Growth"", ""subskills"": []}]"
21a97983-0a77-4682-9c0c-d111e96c778a,"[{""skills"": ""Blockchain"", ""subskills"": [""Rust""]}, {""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]},{""skills"": ""Mobile"", ""subskills"": [""React Native""]}]"
225cbe0a-c3ae-40c0-b348-a19e662ab422,"[{""skills"": ""Design"", ""subskills"": [""Presentation Design""]}, {""skills"": ""Community"", ""subskills"": []}, {""skills"": ""Content"", ""subskills"": [""Social Media""]}]"
231a40e3-fc31-4fa2-b87a-cf0c1a45ae43,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Video"", ""Social Media""]}]"
2326777e-0c52-4c47-968a-1b376990352d,"[{""skills"": ""Frontend"", ""subskills"": []}, {""skills"": ""Backend"", ""subskills"": []}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}]"
23a2595c-1044-447e-8fc9-ec3855d71efd,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}]"
23d61432-2322-4b7b-b004-7d5f632f9b54,"[{""skills"": ""Other"", ""subskills"": [""Operations""]}, {""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
25df20ec-06ff-434d-835a-f7b1dd934185,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
283a9024-50e1-4caa-89cf-6012694cc7ee,"[{""skills"": ""Content"", ""subskills"": [""Research"", ""Writing""]}]"
287d2fc0-8901-4782-8a1d-708cf3d4095f,"[{""skills"": ""Design"", ""subskills"": [""Presentation Design""]}]"
28ea6b67-55dc-49fd-ad1e-fe060aeefccb,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
29760dae-ad82-408a-8be5-f69f64fe0494,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
297afb4f-6f9d-401c-b612-8b27cc4e909b,"[{""skills"": ""Frontend"", ""subskills"": [""React""]}, {""skills"": ""Backend"", ""subskills"": []}]"
2a1219dd-1bdb-4951-9571-d7a13b72d6dd,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design"", ""Illustration""]}]"
2a214f24-73b6-4255-bd8c-e1ef90157976,"[{""skills"": ""Content"", ""subskills"": [""Video""]}]"
2a66f71c-b9f7-46df-b548-dd9e3f502329,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
2be63960-4c4c-414b-a1f1-8e03fdd5ac71,"[{""skills"": ""Other"", ""subskills"": [""Operations""]},{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
2cdbd81d-b9aa-4ce4-9eb1-cf404bad8449,"[{""skills"": ""Community"", ""subskills"": []}, {""skills"": ""Growth"", ""subskills"": [""Digital Marketing"", ""Marketing""]}, {""skills"": ""Content"", ""subskills"": [""Video"", ""Social Media""]}]"
2d200793-d47c-4835-b110-5b6b7db28151,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
2d4a6433-68d8-48d4-953b-bb7a77b65178,"[{""skills"": ""Other"", ""subskills"": []}, {""skills"": ""Design"", ""subskills"": [""Graphic Design""]}]"
2d5320f0-b666-4ae7-8c9e-fba82b55b97d,"[{""skills"": ""Design"", ""subskills"": [""Illustration"", ""Graphic Design""]}]"
2e370ffe-4e7a-4ab6-8d88-69420a616742,"[{""skills"": ""Frontend"", ""subskills"": []}]"
2e3c3025-5ca7-435b-815f-c5c8c0d3c7b4,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design"", ""Illustration""]},{""skills"": ""Content"", ""subskills"": [""Social Media""]}, {""skills"": ""Community"", ""subskills"": []}]"
2eca75f0-136a-457a-af74-2c734a2bfb8c,"[{""skills"": ""Frontend"", ""subskills"": [""React""]}]"
2ef731e7-9f75-4662-aaf8-80eb99fc3326,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
2f11b79f-776a-488d-8ed5-5c68ef517387,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
314568a3-edac-4a0e-9e49-168b530f736a,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
31cffd10-d1ab-4f59-aa59-0475f4463576,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design"", ""Illustration"", ""Presentation Design""]}]"
32758220-f0b1-4bb7-aabb-75e911cb3fd0,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design"", ""Illustration""]}]"
32a9c73d-ac19-44b3-8c75-704d0f916293,"[{""skills"": ""Frontend"", ""subskills"": [""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}]"
32c09cc2-04de-4d50-ada4-9e1d015fefaa,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
339973c7-be6d-4a9c-89b0-5df157bffdd2,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
33ab67e1-918a-4a22-b229-8bd9997a3416,"[{""skills"": ""Design"", ""subskills"": [""Illustration"", ""Graphic Design""]}]"
33ef7d7d-cd65-4184-9484-d0e6b434ef47,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}]"
34dbca4f-c068-4040-9431-6feef2d1fe16,"[{""skills"": ""Frontend"", ""subskills"": [""React""]}]"
3508583e-d399-4809-8431-4489b42f169d,"[{""skills"": ""Community"", ""subskills"": [""Community Manager""]}, {""skills"": ""Growth"", ""subskills"": [""Marketing""]}]"
3565dc44-552e-44e0-9548-effd615f9426,"[{""skills"": ""Design"", ""subskills"": [""UI/UX Design"", ""Graphic Design"", ""Illustration""]}]"
362b90f5-fd0d-45b3-85d4-ce5c003b6b84,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
3748a8fc-c326-4a8b-be38-238c57a9196f,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design""]}, {""skills"": ""Other"", ""subskills"": []}]"
37975b8f-3811-4d79-aa5b-bdcf8fe7c828,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design"", ""Illustration""]}, {""skills"": ""Content"", ""subskills"": []}]"
37d82b8c-e3df-4df3-be4e-7b5a7582755e,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}, {""skills"": ""Mobile"", ""subskills"": []}]"
382e9b47-7d03-4aef-990d-eb3285cf97aa,"[{""skills"": ""Content"", ""subskills"": [""Video"", ""Social Media""]}]"
386ec2c3-ef8b-4984-a2c1-40176ccb66cd,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}]"
388764f4-403b-4b15-96e0-da0fa07dd3fd,"[{""skills"": ""Other"", ""subskills"": [""Data Analytics""]}, {""skills"": ""Backend"", ""subskills"": []}, {""skills"": ""Blockchain"", ""subskills"": []}]"
38ef6980-4fbe-4b38-afd4-76c65a7c84e1,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
39336169-f6fc-4b24-a353-d442dd37e9b7,"[{""skills"": ""Frontend"", ""subskills"": [""React""]}]"
3943dcd8-a1e4-40b5-85a7-b80e2cd5cf9e,"[{""skills"": ""Blockchain"", ""subskills"": []}, {""skills"": ""Content"", ""subskills"": [""Writing""]}]"
39570044-bcc2-42e0-9d70-1d787eb9af2d,"[{""skills"": ""Community"", ""subskills"": [""Community Manager""]}]"
39e4a8e2-7ad3-427b-8f30-49c2fb36d51d,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
3a119e61-7d92-4973-b5f7-1391b9eb4f4e,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design"", ""Illustration""]}, {""skills"": ""Content"", ""subskills"": [""Writing"", ""Video"", ""Social Media""]}]"
3a3efe5c-56cd-49a5-94e6-f7472a81791d,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
3a624bfb-ee20-4991-b6cf-8887ef8502e0,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media"", ""Video""]}]"
3a6ba45e-b4fd-4ec6-8218-1622a9c735c4,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design"", ""Illustration""]}]"
3c5c3a0f-3286-43f6-995c-ced75337aed5,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
3cb1763c-0dcb-4209-a9d8-87445a17923c,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}, {""skills"": ""Design"", ""subskills"": [""Graphic Design""]}]"
3d0435c0-0718-4696-a8d3-391ae44ffa47,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
3ead76d4-20e4-410a-bf5b-c4c7674a47d7,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
3ec7a191-781d-4355-bfb0-0853016e6801,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
407e670f-d5ea-4e5a-a082-93d59787a831,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
40d6eee5-d73f-4e17-b91e-75edbfd8e4a6,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
40ebffa8-e26f-48df-8223-6444fdacc91b,"[{""skills"": ""Content"", ""subskills"": [""Video"", ""Social Media""]}]"
4187c80c-ed39-4e7c-b489-41707bcd1cd8,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}]"
427ddbec-e49b-4514-a3f2-ee9b6d25d379,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue""]}, {""skills"": ""Backend"", ""subskills"": []}, {""skills"": ""Blockchain"", ""subskills"": []}, {""skills"": ""Mobile"", ""subskills"": []}]"
42950e64-02fe-4208-ba76-2608ddfc8c7f,"[{""skills"": ""Frontend"", ""subskills"": [""React""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript""]}]"
42ab150d-2f47-4801-aad3-85a93e99e6fd,"[{""skills"": ""Community"", ""subskills"": []},{""skills"": ""Content"", ""subskills"": [""Writing"",""Social Media""]}]"
43afc155-1a43-472b-b932-b518334a2cc1,"[{""skills"": ""Content"", ""subskills"": [""Video""]}]"
43dad352-8b93-4e1d-a2a5-fa0687055261,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Video"", ""Social Media""]}, {""skills"": ""Design"", ""subskills"": []}]"
43fb65f2-9879-4a96-b1be-3e6d4178e3ba,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
447af1ff-8c63-4033-b127-81d7a29b7fba,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Video"", ""Social Media""]}, {""skills"": ""Design"", ""subskills"": []}, {""skills"": ""Community"", ""subskills"": []}]"
44d88d49-9c17-47d1-a45a-885ba5c12ef3,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design""]}, {""skills"": ""Content"", ""subskills"": [""Social Media""]}]"
4546ed50-c236-4039-b7b6-2aeb4eec2216,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}]"
456e4da5-8581-4bd3-909e-df6c415202da,"[{""skills"": ""Content"", ""subskills"": [""Video""]}]"
46a92dbc-495f-40b2-819c-c856f9a1bcbf,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
470a87fa-310b-49a9-a78e-0e3f7608b524,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
4945f132-6486-4d7c-b730-76730edbe4e8,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}]"
4a01f8b3-e306-44fe-a2ff-f10c096c79a9,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}]"
4a6b51b2-9b8e-4c11-a2d1-89abb12ea7a4,"[{""skills"": ""Content"", ""subskills"": []}, {""skills"": ""Design"", ""subskills"": [""Presentation Design""]}, {""skills"": ""Growth"", ""subskills"": [""Business Development"", ""Marketing""]}]"
4b8f8ca9-8610-48e1-9261-c11145afe539,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
4d33838f-23df-46c5-82f3-5f04b9ccd0af,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design""]}]"
4e545d64-682c-4540-bebe-f1483aacf89f,"[{""skills"": ""Content"", ""subskills"": []}, {""skills"": ""Other"", ""subskills"": [""Data Analytics"", ""Operations""]}, {""skills"": ""Community"", ""subskills"": []}]"
4fd47ca5-1640-46f2-80ac-6e2e5d08acbb,"[{""skills"": ""Design"", ""subskills"": [""UI/UX Design""]}]"
5136467f-5410-4938-ad3a-9dd11eb8afdf,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
51456969-9ea5-40e7-9c0e-2b34430f3469,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Video"", ""Social Media""]}]"
5298f313-3e05-4178-bdfd-93e4cc7ebd77,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
53740af8-2f6b-41ef-9a3e-311a74db01e5,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
54893118-ceb4-4b36-b07a-6e4d09604686,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
54c305ee-163e-49d6-87d3-291149d560a8,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
55c55074-239d-4997-95fe-0afcf060d718,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
5861bf75-42c8-4687-b910-d833c50a17ac,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
58824f5b-faa3-455a-b63e-5ac0d4398b68,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
5891c63c-7400-44a1-9f35-7a1247eb5f1f,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
589aa5d2-fdc6-4b27-8b88-37221353b070,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design"", ""Illustration""]}, {""skills"": ""Content"", ""subskills"": [""Video"", ""Writing"", ""Social Media""]}]"
59cf76e8-e1fb-41f3-8025-65677e9a51b0,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
5a9e589c-b0ce-4bcf-b8b7-4945acea89f6,"[{""skills"": ""Design"", ""subskills"": [""UI/UX Design"", ""Graphic Design""]}, {""skills"": ""Frontend"", ""subskills"": []}, {""skills"": ""Backend"", ""subskills"": []}]"
5af543c3-cf42-449d-a6f9-62b6a0be3080,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
5b0f3107-d9d1-4a25-9f3e-89e86fcce10b,"[{""skills"": ""Content"", ""subskills"": [""Video"", ""Social Media""]}]"
5ca88acb-338a-4ea5-80a4-3b706b0554ef,"[{""skills"": ""Blockchain"", ""subskills"": []}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}, {""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
5d14d559-f69b-45d9-8aab-a02ad37f34f0,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}, {""skills"": ""Frontend"", ""subskills"": []}, {""skills"": ""Mobile"", ""subskills"": [""React Native""]}, {""skills"": ""Blockchain"", ""subskills"": []}]"
5d8cc123-8a30-496a-8372-26d2744c7ce8,"[{""skills"": ""Content"", ""subskills"": [""Social Media""]}, {""skills"": ""Design"", ""subskills"": [""Graphic Design""]}]"
5d9de08f-0474-4437-a90e-9ac5be91de06,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}, {""skills"": ""Blockchain"", ""subskills"": []}, {""skills"": ""Growth"", ""subskills"": []}]"
5f3814d4-8e7e-48a4-b16d-fac97bf3a9c2,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media"", ""Video""]}]"
5f883f8a-8d82-4e30-bb0e-fce03af1fca9,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript""]}, {""skills"": ""Frontend"", ""subskills"": []}]"
5fc13b21-c2d4-4c40-8cf8-c491ed8f1c73,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue""]}]"
604d41dd-41c3-4982-80fb-4ae09321ee56,"[{""skills"": ""Frontend"", ""subskills"": [""Angular"", ""Vue"", ""Redux"", ""React""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}]"
608f784b-98e9-405a-98ff-2188d5e4ff87,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
62a4439f-3190-41a3-bf64-b7ebe845e4ae,"[{""skills"": ""Frontend"", ""subskills"": [""React""]}]"
